,title,text,Title,First Line,Author,Composition Date,Composition Location,Source of First Publication,First Publication Publisher,First Publication Year,First Publication Location
352,Untitled,"['Когда Психея-жизнь спускается к теням               В полупрозрачный лес, вослед за Персефоной,               Слепая ласточка бросается к ногам               С стигийской нежностью и веткою зелёной.', 'Навстречу беженке спешит толпа теней,               Товарку новую встречая причитаньем,               И руки слабые ломают перед ней               С недоумением и робким упованьем.', 'Кто держит зеркальце, кто баночку духов,—               Душа ведь женщина, ей нравятся безделки,               И лес безлиственный прозрачных голосов               Сухие жалобы кропят, как дождик мелкий.', 'И в нежной сутолке не зная, что начать,               Душа не узнаёт прозрачные дубравы,               Дохнёт на зеркало и медлит передать               Лепёшку медную с туманной переправы.']",no title,Kogda Psikheia-zhizn' spuskaetsia k teniam…,Osip Mandel'shtam,November 1920,,Liricheskii krug, Severnye dni,1922,
353,Ласточка,"['Я слово позабыл, что я хотел сказать.               Слепая ласточка в чертог теней вернётся,               На крыльях срезанных, с прозрачными играть.               В беспамятстве ночная песнь поётся.', 'Не слышно птиц. Бессмертник не цветёт,               Прозрачны гривы табуна ночного.               В сухой реке пустой челнок плывёт,               Среди кузнечиков беспамятствует слово.', 'И медленно растёт как бы шатёр иль храм,               То вдруг прокинется безумной Антигоной,               То мёртвой ласточкой бросается к ногам               С стигийской нежностью и веткою зеленой.', 'О, если бы вернуть и зрячих пальцев стыд,               И выпуклую радость узнаванья.               Я так боюсь рыданья Аонид,               Тумана, звона и зиянья.', 'А смертным власть дана любить и узнавать,               Для них и звук в персты прольётся,               Но я забыл, что я хочу сказать,               И мысль бесплотная в чертог теней вернётся.', 'Всё не о том прозрачная твердит,               Всё ласточка, подружка, Антигона...               А на губах, как чёрный лёд, горитСтигийского воспоминанье звона.']",Lastochka,"Ia slovo pozabyl, chto ia khotel skazat'…",Osip Mandel'shtam,November 1920,,Dom iskusstv,,1921,
354,Untitled,"['Возьми на радость из моих ладоней               Немного солнца и немного мёда,               Как нам велели пчелы Персефоны.', 'Не отвязать неприкреплённой лодки,               Не услыхать в меха обутой тени,               Не превозмочь в дремучей жизни страха.', 'Нам остаются только поцелуи,               Мохнатые, как маленькие пчёлы,               Что умирают, вылетев из улья.', 'Они шуршат в прозрачных дебрях ночи,               Их родина — дремучий лес Тайгета,               Их пища — время, медуница, мята.', 'Возьми ж на радость дикий мой подарок —               Невзрачное сухое ожерелье               Из мёртвых пчёл, мёд превративших в солнце.']",no title,Voz'mi na radost' iz moikh ladonei…,Osip Mandel'shtam,November 1920,,Dom iskusstv,,1921,
355,Untitled,"['В Петербурге мы сойдёмся снова,               Словно солнце мы похоронили в нём,               И блаженное, бессмысленное слово               В первый раз произнесём.               В чёрном бархате советской ночи,               В бархате всемирной пустоты,               Всё поют блаженных жён родные очи,               Всё цветут бессмертные цветы.', 'Дикой кошкой горбится столица,               На мосту патруль стоит,               Только злой мотор во мгле промчится               И кукушкой прокричит.               Мне не надо пропуска ночного,               Часовых я не боюсь:               За блаженное, бессмысленное слово               Я в ночи советской помолюсь.', 'Слышу лёгкий театральный шорох               И девическое «ах» —               И бессмертных роз огромный ворох               У Киприды на руках.               У костра мы греемся от скуки,               Может быть, века пройдут,               И блаженных жён родные руки               Лёгкий пепел соберут.', 'Где-то грядки красные партера,               Пышно взбиты шифоньерки лож,               Заводная кукла офицера —               Не для чёрных душ и низменных святош...               Что ж, гаси, пожалуй, наши свечи               В чёрном бархате всемирной пустоты.               Всё поют блаженных жён крутые плечи,               А ночного солнца не заметишь ты.']",no title,V Peterburge my soidemsia snova…,Osip Mandel'shtam,"November 25, 1920",,Tristia (cycle), Petropolis,1921,
356,Untitled,"['За то, что я руки твои не сумел удержать,               За то, что я предал солёные нежные губы,               Я должен рассвета в дремучем акрополе ждать.               Как я ненавижу пахучие древние срубы!', 'Ахейские мужи во тьме снаряжают коня,               Зубчатыми пилами в стены вгрызаются крепко,               Никак не уляжется крови сухая возня,               И нет для тебя ни названья, ни звука, ни слепка.', 'Как мог я подумать, что ты возвратишься, как смел?               Зачем преждевременно я от тебя оторвался?               Ещё не рассеялся мрак и петух не пропел,               Ещё в древесину горячий топор не врезался.', 'Прозрачной слезой на стенах проступила смола,               И чувствует город свои деревянные ребра,               Но хлынула к лестницам кровь и на приступ пошла,               И трижды приснился мужьям соблазнительный образ.', 'Где милая Троя? Где царский, где девичий дом?               Он будет разрушен, высокий Приамов скворешник.               И падают стрелы сухим деревянным дождём,               И стрелы другие растут на земле, как орешник.', 'Последней звезды безболезненно гаснет укол,               И серою ласточкой утро в окно постучится,               И медленный день, как в соломе проснувшийся вол,               На стогнах, шершавых от долгого сна, шевелится.']",no title,Za to chto ia ruki tvoi ne sumel uderzhat'…,Osip Mandel'shtam,November 1920,,Novyi Giperborei, Giperborei,1921,
357,Untitled,"['Когда городская выходит на стогны луна,                    И медленно ей озаряется город дремучий,                    И ночь нарастает, унынья и меди полна,                    И грубому времени воск уступает певучий;', 'И плачет кукушка на каменной башне своей,                    И бледная жница, сходящая в мир бездыханный,                    Тихонько шевелит огромные спицы теней                    И жёлтой соломой бросает на пол деревянный...']",no title,Kogda gorodskaia vykhodit na stogny luna…,Osip Mandel'shtam,November 1920,,Vsemirnaia illiustratsiia,,1922,
358,Untitled,"['Мне жалко, что теперь зима               И комаров не слышно в доме,               Но ты напомнила сама               О легкомысленной соломе.', 'Стрекозы вьются в синеве,               И ласточкой кружится мода;               Корзиночка на голове               Или напыщенная ода?', 'Советовать я не берусь,               И бесполезны отговорки,               Но взбитых сливок вечен вкус               И запах апельсинной корки.', 'Ты всё толкуешь наобум,               От этого ничуть не хуже,               Что делать: самый нежный ум               Весь помещается снаружи.', 'И ты пытаешься желток               Взбивать рассерженною ложкой,               Он побелел, он изнемог.               И всё-таки ещё немножко...', 'И, право, не твоя вина,—               Зачем оценки и изнанки?               Ты как нарочно создана               Для комедийной перебранки.', 'В тебе всё дразнит, всё поёт,               Как итальянская рулада.               И маленький вишневый рот               Сухого просит винограда.', 'Так не старайся быть умней,               В тебе всё прихоть, всё минута,               И тень от шапочки твоей —               Венецианская баута.']",no title,"Mne zhalko, chto teper' zima…",Osip Mandel'shtam,December 1920,,Tristia (cycle), Petropolis,1921,
359,Untitled,"['Я в хоровод теней, топтавших нежный луг,               С певучим именем вмешался,               Но всё растаяло, и только слабый звук               В туманной памяти остался.', 'Сначала думал я, что имя — серафим,               И тела легкого дичился,               Немного дней прошло, и я смешался с ним               И в милой тени растворился.', 'И снова яблоня теряет дикий плод,               И тайный образ мне мелькает,               И богохульствует, и сам себя клянёт,               И угли ревности глотает.', 'А счастье катится, как обруч золотой,               Чужую волю исполняя,               И ты гоняешься за лёгкою весной,               Ладонью воздух рассекая.', 'И так устроено, что не выходим мы               Из заколдованного круга.               Земли девической упругие холмы               Лежат спелёнатые туго.']",no title,"Ia v khorovod tenei, toptavshikh nezhnyi lug…",Osip Mandel'shtam,1920,,Tristia (cycle), Petropolis,1921,
360,Untitled,"['Люблю под сводами седыя тишины               Молебнов, панихид блужданье               И трогательный чин — ему же все должны, —               У Исаака отпеванье.', 'Люблю священника неторопливый шаг,               Широкий вынос плащаницы               И в ветхом неводе Генисаретский мрак               Великопостныя седмицы.', 'Ветхозаветный дым на теплых алтарях               И иерея возглас сирый,               Смиренник царственный — снег чистый на плечах               И одичалые порфиры.', 'Соборы вечные Софии и Петра,               Амбары воздуха и света,               Зернохранилища вселенского добра               И риги Новаго Завета.', 'Не к вам влечется дух в годины тяжких бед,               Сюда влачится по ступеням               Широкопасмурным несчастья волчий след,               Ему ж вовеки не изменим.', 'Зане свободен раб, преодолевший страх,               И сохранилось свыше меры               В прохладных житницах, в глубоких закромах               Зерно глубокой, полной веры.']",no title,Liubliu pod svodami sedyia tishiny…,Osip Mandel'shtam,1921,,Tristia (cycle), Petropolis,1921,
361,Русь,"['Даль родная, даль дремучая,                  Шири пашень, выси гор.                  Не возьмет рука могучая,                  Не окинет гордый взор! …', 'Уперлись гиганты стройные                  Головою в небеса—                  Величавые, спокойные,                  Заповедные леса;', 'Мирно зреет рожь атласная,                  Бурно плещутся моря…                  Гой, ты, Русь моя прекрасная,                  Дух и мощь богатыря!..', 'Но поймет-ли гость непрошенный                  Твой порыв и дух живой—                  В полосе ветрами скошенной                  И в кручине вековой?!..', 'Там, где, бедствием гонимая,                  Ты в заплатах и в пыли,                  Вижу я в тебе, родимая,                  И богатства корабли.', 'Вижу я тебя—забитую, —                   Но всегда в тебе я чту                   И размах, и силу скрытую,                   И горячую мечту,', 'Ширь, как реку многоводную,                   Удаль мощную твою...                   Для тебя я песнь свободную,                   Задушевную пою.', 'Я пою и крепко верую                  В твой незыблемый оплот:                  Под твоей сермягой серою                  Сила буйная живет:', 'Не страшна ей доля черная, —                  Зной и холод нипочем, —                  Не она-ль, в труде упорная,                  Горы двигает плечом?!', 'Грянет песню—мир колышется,                  Забывается печаль,                  И в родном напеве слышится                  Вера в солнечную даль.', 'Гой, красавица дородная,Необъемлемая ширь!Русь живая, Русь народная,                  Разве ты не богатырь?!', 'По тебе—моя истома,                  По тебе—моя тоска;                  Сердцу грусть твоя знакома,                  Песнь разгульная близка.', 'С ранних лет до дней заката                  Ты—моя, и я—весь твой;                  Для меня миля и свята                  Ты и в жизни горевой:', 'В каждой бедной деревушке,                  В каждой хилой полосе,                  И в бревенчатой избушке,                  И в затерянной красе.', 'Я с тобою вместе плачу,                  Вдохновляюсь и молюсь,                  И ропщу на неудачу,                  И беспечно веселюсь;', 'Сыт твоею скудной пищей                  На глухом своем пути...Русь родная, я—твой нищий, —                  Обогрей и приюти!..']",Rus',"Dal' rodnaia, dal' dremuchaia…",Ivan Ignat'evich Morozov,date unknown,,Krasnyi zvon: Stikhotvoreniia, Tipografiia S. A. Alianchikova,1916,
362,"Песня
               казака","['За рекой, рекой Дунаем,               Где кипит горячий бой,               Мы с тобою погуляем,               Мой товарищ вороной!', 'Я бешмет надену новый               И—врагам своим на-зло—               Гладью выстрочу шелкóвой               И уздечку, и седло,', 'Саблю с пикой и кинжалом               Я на-славу отточу               И в восторге небывалом               В бой кровавый полечу.', 'Дам отпор врагам задорным,               Гордость дикую сломлю,               А тебя зерном отборным,               Мой товарищ, накормлю.', 'А когда на месте боя               Я погибну, —не скучай               И убитого героя               Напоследок выручай—', 'Вдаль из вражеского стана               На простор родной Руси               Труп холодный атамана               Легким ветром уноси!']",Pesnia kazaka,"Za rekoi, rekoi Dunaem…",Ivan Ignat'evich Morozov,date unknown,,Krasnyi zvon: Stikhotvoreniia, Tipografiia S. A. Alianchikova,1916,
363,Untitled,"['Простые песни сердцу милы, —               Их звук могуч и нежно-тих,               В них больше чувствуется силы,               И больше искренности в них…', 'Они, как искры огневые,               В людскую душу западут               И на слова свои живые               Живые отклики найдут…', 'В них—и огонь мечты палящей,               И чувств сердечных глубина,               В них пахнет Русью настоящей,               В них наша жизнь отражена.']",no title,Prostye pesni serdtsu mily…,Ivan Ignat'evich Morozov,date unknown,,Krasnyi zvon: Stikhotvoreniia, Tipografiia S. A. Alianchikova,1916,
364,Untitled,"['Эй! кузнец, не падай духом!               Размахнись, ударь! ударь!               Брызнут искры красным пухом,               Звякнет молот, стукнет сухо.               Крепче бей! окрепнет сталь.', 'Бей и пой! под песнь спорится                Труд и день! И день за днем!                В красном горне горе злится                Жизнь песней над огнем.', 'Пой и бей! как бьется глухо               В жарком сердце кровь—руда!               Эта речь не внятна слуху:               Эй кузнец! не падай духом               Размахнись! ударь! ударь!']",no title,"Ei! Kuznets, ne padai dukhom…",Antonina Nikolaevna Mukhareva,date unknown,,Stikhi. Kniga 2, Rabis,1921,Saratov
365,Untitled,"['Вставайте, все! Горят в тумане зори                     Как лезвие клинка                    Вставайте, все! все будем в заговоре                     С рукой—рука.                    Вставайте, все! призывные запели                     Волторны. Жизнь не ждет.                    От гроба матери! от детской колыбели—                     Вперед! вперед!                    Пусть для семьи, для близких недостроен                     Ваш крепкий дом.                    Здесь нет строителей. Здесь каждый воин                     С винтовкой и штыком.                    Кто молиться и кто молиться хочет,                     Бог не услышит вас!Храм божества навеки заколочен                      Нам дорог день и час!                    День далеко! едва во мраке веет                     Крыло зари.                    И если ты сражаться не умеешь                    Останься и…умри.']",no title,"Vstavaite, vse! Goriat v tumane zori…",Antonina Nikolaevna Mukhareva,date unknown,,Stikhi. Kniga 2, Rabis,1921,Saratov
366,Untitled,"['В безумьи сверхчеловеческих трагедий               Кто заметит будничное горе?!               В изящную толпу изысканных лордов и лэди               Уронит только: «Мой бедный Йорик».', 'Разве не дороже Реймских соборов и башен?               Или не так страшны,               Как распятье малокровного бога —               Муравей, потерявший сухенькую ногу?               Ирис—на развороченной пашне?', 'Зачем слезы? молчат погребальные трубы.               Всего на земле не оплачешь.               Крепче сдавить рыдающие губы!               Надо жить… Как?—в Финляндии—на даче.', 'Кушать грибы, землянику.               Гулять прилично—не как-нибудь медведем,               Без воплей и некрасивых криков               В гнилой толпе безукоризненных лордов и лэди!']",no title,V bezum'i sverkhchelovecheskikh tragedii…,Antonina Nikolaevna Mukhareva,date unknown,,Stikhi. Kniga 2, Rabis,1921,Saratov
367,Слова,"['Поэту—радостно живое ремесло!               День каждые новый сдвиг широкий и могучий               Творит такой напев неведомых созвучий,               Такую красоту великих новых слов!', 'И вот я слушаю: как льется и журчит!               И вдруг застынет все в едином: ультиматум!               Так говорит народ разгневанный, кем взяты               От всех дворов и тюрьм тяжелые ключи.', 'Мне крикнуть хочется: к оружию! вперед!               Эй! Кто там жив!! к снастям! наверх! на вахты!               Когда несладкая громоздкая Антанта               Как жирный змей прилипчиво ползет!', 'Я так доверчиво вздыхаю глубоко.               О, нет, я не один, нет больше одиноких!               Есть у меня незыблемый, высокий               Мой отчий дом—твердыня Исполком!', 'Поэту—радостно в пленительный обман               Истертых слов—влить кровь живых созвучий—               Довольно. Жизнь идет, мгновения так жгучи!               Довольно петь и соловья и розу!               За песней жизнь не забывайте               И… «Пролетарии всех стран соединяйтесь»               Наш будет лозунг!']",Slova,Poetu - radostno zhivoe remeslo…,Antonina Nikolaevna Mukhareva,date unknown,,Stikhi. Kniga 2, Rabis,1921,Saratov
368,Тихвин,"['Городок уездный, сытый, сонный,                 С тихою рекой, с монастырём, -                Почему же с горечью бездонной                Я сегодня думаю о нём?               Домики с крылечками, калитки.                Девушки с парнями в картузах.                Золотые облачные свитки,                Голубые тени на снегах.               Иль разбойный посвист ночи вьюжной,               Голос ветра, шалый и лихой,                И чуть слышно загудит поддужный               Бубенец на улице глухой.               Домики подслеповато щурят                Узких окон желтые глаза,                И рыдает снеговая буря.               И пылает белая гроза.               Чье лицо к стеклу сейчас прижато,                Кто глядит в оттаянный глазок?                А сугробы, точно медвежата,                Все подкатываются под возок.               Или летом чары белой ночи.                Сонный садик, старое крыльцо,                Милой покоряющие очи                И уже покорное лицо.               Две зари сошлись на небе бледном,               Тает, тает призрачная тень,               И уж снова колоколом медным                Пробужден новорожденный день.               В зеркале реки завороженной                Монастырь старинный отражён...                Почему же, городок мой сонный,                Я воспоминаньем уязвлён?               Потому что чудища из стали               Поползли по улицам не зря,                Потому что ветхие упали                Стены старого монастыря.               И осталось только пепелище,                И река из древнего русла,                Зверем, поднятым из логовища,                В Ладожское озеро ушла.               Тихвинская Божья Матерь горько               Плачет на развалинах одна.                Холодно. Безлюдно. Гаснет зорька,               И вокруг могильна тишина.']",no title,Malen'kii lenivyi gorodok…,Arsenii Nesmelov,,,Stikhi, Tipografiia Voennogo Akademii,1921,
369,Звените призывно поющие струны,"['Справляем мы память Парижской коммуны,               День этот светел и свят.               Звените призывно поющие струны,               Звончее, чем зычный набат!', 'Вечная слава борцам коммунарам               Кровью умывшим Париж.               Борьба ваша братья, пропала не даром               В маменных отсветах наш.', 'Вы клялись не даром алою кровью               Зажечь возмущенья пожар               И шла на погибель с великой любовью,               Чтоб сложить из трупов стожар.', 'Проклятие воше не было забыто,               Оно зазвенело, как медь.               В пожарах восстаней все прошлое срыто,               Не время тиранов жалеть!', 'Мы памятник строим убитым в Париже,               Фундамент в России готов.               Равенства, братства царство все ближе               И глуше стонанья рабов.', 'Быть может еще напряженье—не боле               и мы накануне побед,               когда после битвы на радостной воле               проложим к грядущему след.', 'Нас миллионы. Всемирной коммуны               Дети святого труда—               Мы волею крепки, сердца наши юны,               Гнет мы сотрем навсегда.', 'Звените же громко поющие струны               Звончее, чем зычный набат.               Справляем мы праздник Парижской коммуны,               День этот светел и свят!']",Zvenite prizyvno poiushchie struny (pamiati Parizh. kommunarov),Spravliaem my pamiat' Parizhskoi kommuny…,Vladimir Arsen'evich Nikiforovskii,"March 18, 1919",,Pervosvet: Stikhi, Uezdpolitprosvet,1921,
370,Untitled,"['Как старухи у гряд присели избы деревни,               Облохмотались крыши соломой шурша.               На завалине дед седой и древний               Плетет корзину из ветвей камыша.', 'От прожитых лет трясутся руки,               Слезливые глаза, бесцветы, как туман.               Он не забыл еще дворян кнуты и муки               И знахарей—попов вековой обман.', 'Не чаял, а дожил до света и свободы.               Сын его ушел в красный стан борцов               И бороздит теперь могучей Волги воды               Громя с судов Допикинских купцов', 'Не плачется старик, не охает, не стонет               Даром что нужда смеется за спиной.               А будет как не в мочь, портрет сыновий тронет               Костлявою, дрожащею рукой.', 'Зашепчет шамкая, как ветер в придорожьи:               —Борись, сынок, перед врагом не трусь,               —В твоей больбе я вижу отсвет Божий,               —Борись, за радостную Русь!', 'И снова углубясь в привычную работу               Плетет, плетет с улыбкой на губах               Пока закатный луч не бросит позолоту               На избы ветхие с прорехами в углах.']",no title,Kak starukhi u griad priseli izby derevni…,Vladimir Arsen'evich Nikiforovskii,"September 6, 1919",,Pervosvet: Stikhi, Uezdpolitprosvet,1921,
371,Ирисы,"['Ирисы темно-лиловые,               Дети байкальских брегов,               Всех-то приветить готовые,               Ласку дарите без слов.', 'Гордые, чистые стройные,\t              Вы, как мечты в небесах,\t              Вы, безмятежно спокойные\t              Век коротаете в снах.', 'Буря-ль нагрянет — вы ляжете               В дреме до самой земли,               Сказку потом нам расскажете               Ту, что вам ветры спели.', 'В ней о Байкале сказание:\t              Плачется в ней великан,\t              Волн его слышно рыдание—\t              Манит его океан.', 'Шлет с Ангарой он послания               К морю, но все без следа:               Час не настанет свидания,               Нет, не придет никогда!', 'Ирисы темно-лиловые\t              Гордо встряхнули главой,\t              Грезы, должно быть, им новые,\t              Ткет солнца луч золотой!']",Irisy,Irisy temno-lilovye…,Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
372,На Ангаре,"['Сегодня смотрит день сквозь слезы,\t              Те слезы падают с небес;\t\t             В порывах ветра тон угрозы\t\t             И вторит буре дальний лес.', 'И Ангара несет сердито\t              Ряды своих холодных волн\t              И с ними борется разбитый,\t              Попавший в шторм, убогий чолн.', 'Полощет парус: так в бессилье               У птицы, раненой стрелой,               Дрожать слабеющие крылья               И ей не справиться с грозой…']",Na Angare,Segodnia smotrit den' skvoz'...,Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
373,Завет,"['Прочь условность! Прочь законы                              Раболепья, вечной лжи! —               Честен ты, — не бей поклоны,               Смело истине служи.', 'Говори всем прямо, твердо\t              Правду-истину в глаза\t              И иди средь бури гордо,\t              Вызывай в бой небеса.', 'Сердце ты в снегах Сибири,               Сердце крепче закали,               Путь бери, как можно шире,               Путь, где блещет свет вдали.', 'Словом ты своим могучим\t              К счастью брешь стремись пробить\t              И умей те сердцем жгучим\t              И бороться и любить.']",Zavet,Proch' uslovnost'! Proch' zakony…,Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
374,Северу,"['Чем наш Север хуже Юга? —               Пусть там розы, — здесь мороз,               Но узоры краше роз               На стекле рисует вьюга.', 'Там тепло всегда царит,               На блаженном жгучем Юге,               Страсть там вспыхнет и сгорит,               Страсть—забава на досуге.', 'Северянин полюбил               Средь мятелей, средь мороза:               Он о холоде забыл,               В нем мечта цветет, как роза…']",Severu,Chem nash Sever khuzhe Iuga…,Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
375,Александр Оборин,"['Звезд мерцанье, трепетанье,               Свет загадочной луны…               Изныванье, ожиданье…               Чары девственной весны…', 'Струй ангарских милый лепет…\t              Скал прибрежных немота…\t              Ветра шопот… сосен трепет,\t              Снеговых гор красота…', 'Скрипки томное рыданье,               Пианино страстный звон —               Жажду нового свидания               Пробуждает этот стон.', 'В сердце молодость стучится\t              Приливает сил поток.\t              В мыслях сказочный родится\t              Заколдованный чертог…', 'Вновь надежды, снова вера,               Вновь душа стремится в бой;               Восстает опять химера               Перевес взять над судьбой…', 'Вечер тихий, вечер ясный…\t              Пианино, скрипки стон, —\t              Дум и грез аккорд неясный\t              Будит в сердце, будит он.', 'Эта скрипа — чаровница,               Этот плачущий рояль —               Для меня, как в тьме зарница,               Освещают жизни даль.']",Vecherniaia melodiia,"Zvezd mertsan'e, trepetan'e…",Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
376,Рождение Байкала,"['В тьме сгибнувших времен в том месте, где теперь                    Байкальская вода вольготно расплескалась,                    Кругом в те времена ни человек ни зверь                    Там не жил: лишь семья громоздких скал вздымалась.                    И скалы те росли с безумной быстротой,                    Неслись в немую высь, друг друга обгоняя, —                    Хотелось до небес достичь им головой,                    Взглянуть, что за собой — даль скрыла голубая?…                    Близка была уж цель полета к небу гор;                    Усталые, он свой бог остановили                    На миг и в этот миг родился жаркий спор                    О первенстве взглянуть, что небеса таили.                    Спор в битву перешел. — Дрожал земной покров,                    Пугливо облака по небу разбегались.                    Создался ураган из вздохов гор-бойцов,                    От искры их мечей созвездья зажигались.                    Не вынесла земля создавшийся хаос:                    На месте битвы вдруг нежданно расступилась                    И вся громада скал, под гул и грохот гроз.                    В расщелину земли бесследно провалилась! …                    Жар битвы охлажден … Желанье долгих лет                    Погублено на век: до неба не добраться, —                    Нет прежних мощных сил, порывов бурных нет                    И в пропасти горам приходится смиряться.                    В удел—одна печаль пришлась на долю скал,                    Загублен хоровод недостижимых грез,                    А скалы скрыл давно мятущийся Байкал,                        —                    Родившийся из их горючих чистых слез…']",Rozhdenie Baikala,"V t'me sgibnuvshikh vremen v tom meste, gde teper'…",Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
377,Песня,"['Я с бедой своей постылой               Разочтуся               И в края Сибири милой               Я умчуся!               На чужбине все приглядно,               Да обманно,               А в Сибири — всюду ладно               Постоянно;               И в тайге здесь со зверями               Легче сжиться,               Чем работы «за морями»               Допроситься…               В недрах матери—Сибири               Есть богатства,               Но их всех ценнее в мире—               Наше братство;               Тут мятелица седая               Всех смешала…               Только здесь — страна простора,               Вольной — воли,               Задушевного задора               И… неволи…']",Pesnia,Ia s bedoi svoei postyloi…,Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
378,Дорога,"['Помнишь: мчался навстречу нам призрачный лес,\t\t\t\t\t          И снежинки нам брызгали в лица,\t\t\t\t\t          И безжизненный месяц светил нам с небес;\t\t\t\t\t          Звезд по небу плыла вереница…', 'Сосны, ели, одетые сплошь куржаком,\t\t\t\t\t          Чаровали, туманили очи,\t\t\t\t\t          Был брильянтовым лес, лес под лунным лучем,\t\t\t\t\t          Как из «Тысячи и одной ночи» …', 'Вдалеке, — как блестящие чьи-то глаза, —\t\t\t\t\t          Деревенек огни нам мигали,\t\t\t\t\t          Нам виднелась порой Ангары полоса,\t\t\t\t\t          Полоса льдисто — радужной стали…', 'Песнь свою под дугой пели колокольцы,\t\t\t\t\t          То печально, то сразу игриво\t\t\t\t\t          И картавые дразнили их бубенцы,\t\t\t\t\t          И все вместе так было красиво…', 'Помнишь: поздно ямщик нас доставил село,\t\t\t\t\t          У заставы пришлось нам расстаться, —\t\t\t\t\t          Лучше, если б сугробами нам занесло:\t\t\t\t\t          В них могли б мы навеки обняться!']",Doroga,Pomnish': mchalsia navstrechu nam…,Aleksandr Konstantinovich Oborin,date unknown,,V vol'nom prostore Sibiri: Stikhotvoreniia, Tipografiia Shtaba Okruga,1914,
